content,score,date,brand,가격,세정력/거품,향기,트러블/진정,배송/서비스/고객대응,탈모 효과 및 쿨링감,머릿결*
"탈모로 고민하고 있어서 추천받아 사용해보고 있어요. 머릿결 뻣뻣하지 않고, 부드럽고, 세정력도 좋고 두피에 자극도 적은거 같아요. 거품도 잘나고 좋아서 샴푸하면서 기분좋게 세정이 마무리 되니 마음에 듭니다.",5,20.10.07.,보타믹스,,1.0,,1.0,,,1.0
재구매세정력도 좋구요 머릿결도 좋아지는게 확실히 느껴집니다 거품도 풍부하구요 가격도 저렴하구 괜찮네요,5,20.10.26.,보타믹스,1.0,1.0,,,,,1.0
"재구매푸석거렸던 머릿결도 부드럽고 윤기도 나는것같고, 두피에 각질이 많았는데 깨끗하게 잘 씻기네요 ^^ 이 샴푸 추천할만해요! 정착해서 계속 잘 써보려구용",5,20.10.22.,보타믹스,,1.0,,1.0,,,1.0
재구매몇달전 구매하고 좋아서 다시샀어여^^ 가격도 착하고 성분 존좋 >_< 진짜 이거쓰고 머릿결도 좋아지고 개기름도 다 사라지구 머리도 덜빠져요~룰루,5,20.10.17.,보타믹스,1.0,1.0,,,,1.0,1.0
재구매확실히 믿고 쓰는 제품이 아닌가 생각이들어요 세정력도 아주 좋구요!머릿결도 달라지는게 느껴져요,5,20.10.26.,보타믹스,,1.0,,,,,1.0
재구매이 제품 이미 구매해 사용하고 있는데 제가 두피가 민감해서 아무 샴푸나 사용을 못하는데 이 삼퓨는 트러블 없이 잘 사용하고 있어 다시 재문하게 되었습니다,5,20.10.26.,보타믹스,,,,1.0,,,
"머릿결이 요즘 아주 최악인데다가.. 미용실에서 제 두피 상태도 진짜 안 좋은 편이라고 하더라구요ㅠㅠ 그래서 샴푸부터 바꿔보자해서 고민하고 있는데 상품이 너무 많아서 못 고르다가 친구가 추천해줘서 구매해봤어용ㅎㅎ 배송도 엄청 빨랐구 패키지부터 향, 거품력까지 전부 맘에 들어용>< 한번에 많이 사둘껄 하는 생각이 듭니다 :)",5,20.09.27.,보타믹스,,,1.0,,1.0,,
배송 잘받았어요~! 제가 두피가 무척 민감한편이라 트러블이 잘나는데 그러다보니 두피가 가렵고 머리카락도 많이 빠지더라구요 미리미리 탈모 예방해야될거같아서 일반샴푸 말고 탈모방지샴푸로 교체하고자 구매햇어요 두피속까지 산뜻하고 개운한게 너무 맘에듭니다,5,20.10.06.,보타믹스,,,,,,1.0,
거품도 풍부해 좋고 세정력도 탁월하네요~ 머릿결이 더 부드러워진거 같아요!! 너무 좋아요 앞으로 이 제품으로 정착해야겠어요,5,20.10.21.,보타믹스,,1.0,,,,,1.0
재구매샴푸 잘못사면 머릿결 진짜 뻣뻣해지는데 역시 보타믹스 샴푸는 머릿결도 찰랑거리고 거품도 풍성하게 잘 나서 좋네요 ㅎㅎㅎ다 쓰면 또 재구매할게용~~!,5,20.10.19.,보타믹스,,1.0,,,,,1.0
재구매샴푸 아무거나 쓰면은 머리에 트러블나거나 하는데 이건 전혀 그런게 없네요 그래서 더 안심하면서 잘쓰고 있습니다 ㅎㅎ 어머니도 저랑 같은 피부인데 같이 별탈 없이 좋게 쓰고 있네요^^,5,20.10.18.,보타믹스,,,,1.0,,,
재구매머릿결이 많이 가늘어져서 보타믹스로 갈아타 쓰기 시작했는데 확실히 전보다 끊어짐도 없고 모발이 탱탱한게 탄력이 생긴게 보이더라구요 ㅎㅎ 꾸준히 잘 쓰고 있어요 ^^ 벌써 2통째 클리어네요 ㅎㅎ 추천합니다!,5,20.10.13.,보타믹스,,,,,,1.0,
"두피에 열감도 느껴지고, 두피 트러블도 생기고,, 탈모가 진행되는것같아서 탈모샴푸를 샀어요. 성분이 믿을만해서 꾸준히 써보려구요. 자극없이 잘 씻기는것같네요!",5,20.10.22.,보타믹스,,1.0,,,,,
"요새 머리카락이 너무 많이 빠져서 걱정이 많았었는데요.. 또 잦은 염색,,, 매직으로 인해서 머릿결이 많이 상했고, 건조하고, 푸석푸석해서 저도 이제 나름 머릿결 관리를 해야 될 거 같더라고요,,, 그래서 이번에 친구가 추천해준 보타믹스 제품을 구입하고 나서 써봤는데요~ 푸석푸석하고 건조했던 머릿결을 부드러운 머릿결로 바꿔줬어요,,,ㅜㅜ 기적이에요 이건 ... 아 그리고 거품도 풍부해서 머리를 감는덴 지장이 없었어요! 세정력도 너무 좋아요. 이왕 산김에 몇개 더 사서 두고 두고 쓰려고요",5,20.09.17.,보타믹스,,1.0,,,,,1.0
군대 전역하고 머리기니까 머릿결이 안좋아지고 푸석해져서 이 샴푸를 써봣어요 머리가 예전의 상태로 점점 돌아오는게 느껴지네요 만족합니다,5,20.10.15.,보타믹스,,,,,,,1.0
요즘 머리말리고 화장실바닥에 머리카락이 한가득 해서 고민하다가 구매했어요.! 향도 괜찮고 몇번 안썼지만 머릿결이 더 부드러워지는 느낌이 들었어요!  잘 구매한 것 같습니다!,5,20.10.13.,보타믹스,,,1.0,,,,1.0
역시라는 말밖에 안나오네용 ㅎㅎ 씻고 난 마무리감도 그렇고 정말 깔끔하고 인위적이지 않아서 편하게 사용이 가능했어요! 부모님이 요즘 자꾸 성분 걱정을 하시길래  주변에서 추천해준걸로 주문해서 드린건데  부모님께서 써보시더니 거품도 풍성하고 머릿결도 부드러워진다고 얼마냐고 물어보시더라구요 ㅋㅋ 사용감까지 가격대비 정말 이 가격으로 안 보이는 제품 ㅎㅎ 만족만족 매번 만족합니다 ㅎㅎ 고민하고 계신분들 고민 싹 멈추고 언넝 주문하세요!,5,20.08.29.,보타믹스,1.0,1.0,,,,,1.0
재구매세정잘되고 넘 좋아요 친구가 저희집 놀러와서 1박하고 함쓰더니 어디서샀냐고 물어보네요 ㅋㅋ머릿결도 좋아지고 매우매우 만족립니당 ㅎㅎ,5,20.10.08.,보타믹스,,1.0,,,,,1.0
재구매이 샴푸 덕분에 머릿결이 많이 차분해지고 좋아진거있죠 평소때 머리 산발이어서 스트레스 많이 받을 수 밖에 없었는데 애가 많이 도와주네요,5,20.10.20.,보타믹스,,,,,,,1.0
재구매매번 구매하는 샴푸예요 첨에 무심결에 구매했었는데 이제는 계속 구매하게 된다는요 ㅎㅎ 머릿결 단단해지는 느낌이고 상쾌하고 좋습니다 ㅎㅎ 가성비도 좋구요,5,20.10.14.,보타믹스,,,,,,1.0,
재구매거품도 잘나고 두피 예민해서 샴푸 잘못쓰면 막 뭐나고 장난아닌데 이거는 트러블 하나도 없어서 좋네요!그리고 시간 지나도 정수리 냄새가 별로 없는게 좋아용!탈모샴푸 이거로 갈아타야겠어요 잘쓸게요!,5,20.09.26.,보타믹스,,1.0,,1.0,,,
재구매기분 좋게 머리 잘 감고 있어요 피부가 민감해 아무거나 쓰면 안되는데 이건 가렵지도 않고 이후에 트러블도 안생기는게 저한테 굉장히 잘맞아요:),5,20.10.07.,보타믹스,,,,1.0,,,
"재구매두피가 좀 민감한 편이라서 샴푸를 잘못 고르면 트러블이 생기고 아파서 고생을 많이 하는데 이건 확실히 민감성, 저자극 제품이라 두피가 아주 편안합니다.  거품도 풍성하게 잘 나고 사용하니 확실히 모근에서 힘이 좀 느껴지는 것 같아요.",5,20.09.12.,보타믹스,,1.0,,1.0,,1.0,
재구매요즘 각질도 많이 생기고 트러블이 있어서 신경쓰였는데 이거는 자극이 없어서 너무 좋네요!! 향도 좋고~~ 잘쓸께요~~,5,20.09.18.,보타믹스,,,1.0,1.0,,,
재구매요거 사용하고 두피트러블도 없어지고 탈모에도 좀 효과봤어요. 성분이 순해서 피부자극이 없어 좋더라구요.샴푸할때나 드라이할때 빠지는 머리카락이 많이 줄어 든 것 같아서 더 열심히 관리하려구요. 모근이 확실히건강해진 느낌이에요,5,20.08.21.,보타믹스,,,,1.0,,1.0,
재구매두피도 예민한 편인데  요즘 머리카락까지 자꾸 빠져서 고민이 많았어요  탈모샴푸같은거 몇개 써보긴했는데  성분때문에 다시 이것저것 알아보다가  보타믹스 썼는데 효과 정말 좋아요  두피도 트러블 같은 것 없고 깔끔하고 시원한 느낌!  아주 만족하네요~~,5,20.08.26.,보타믹스,,,,1.0,,1.0,
머리에 트러블이 많아 구입해봤어요! 써보니까 우선 향이 거부감없이 은은하고 거품이 풍성해서 세정력이 좋다고 느껴졌어요 다 쓰면 재구매각이네요 추천합니다,5,20.08.26.,보타믹스,,1.0,1.0,,,,
"탈모증상완화 제품을 찾다가, 평이 좋아 주문했어요. 뽁뽁이로 포장되어 제품 손상되지 않게 해서 배송 왔어요. 탈모완화 이외에서 두피와 모발에 영양까지 보충해주니, 너무 만족하는 제품입니다. 순한 제품으로 트러블이 없고 소량만으로도 거품이 풍성해서 좋아요. 다 사용하고 추가 주문할게요",5,20.08.13.,보타믹스,,1.0,,1.0,1.0,,
제가 두피가 굉장히 민감한 편이고 트러블도 잘 나는 편인데 확실히 순한느낌입니다~~ㅎㅎ  제 친구도 같이 살아서 사용해보았는데 좋다고하네요~  꾸준히 잘 써보겠습니다^^,5,20.08.26.,보타믹스,,,,1.0,,,
두피가 민감한데 트러블없이 세정력도 좋은데 머릿결도 부드러워져서 좋았어요!!,5,20.09.03.,보타믹스,,1.0,,1.0,,,1.0
재구매집에서 쓰고있는데 헬스장에도 하나두려고 주문했어요 잘쓰고있어서 주문한거라 후기를 또 적어야하나 싶은데 ㅋㅋ 향도좋고 거품도 잘나요 두피가 좀 예민해서 성분보고 첨에 선택한만큼 트러블이나 간지러움 없어서 만족중이에요 보통 성분이 좋으면 거품안나고 세정력이 부족하고 그러던데 보타믹스는 사용감이 개굿임,5,20.08.06.,보타믹스,,1.0,1.0,,,,1.0
"스트레스성 탈모가 심해지면서 모발도 가늘고 약해졌어요ㅠㅠ 앞머리가 볼륨이 죽어 고데기도 소용이 없더라구요~ 모발에 자극이 덜한 샴푸가 필요해 탈모샴푸를 알아보다가 효과가 좋다는 제품으로 추천받아 바로 구입했네요. 일주일째 사용해보고 느낀점은 저자극성분이라 확실히 자극이 덜하고 각질과 트러블이 많이 좋아졌습니다. 머리 감을때마다 헹굼을 많이하는데 뻣뻣함이 전혀없이 너무 부드러웠어요. 그래서인지 머릿결도 나날이 좋아지네요. 머리 빠짐이 눈에띄게 좋아지도록 꾸준히 사용해보겠습니다~^,^",5,20.07.25.,보타믹스,,,,1.0,,,1.0
"피부케어는 집중을 많이하는데, 어느순간부터 머리도 많이 빠지고 헤어도 케어가 필요한거같아서 저자극으로 구매해봤어요! 향은 은은한 허브향이라서 머리 감을때 마다 힐링되는 기분이네요, 두피에 전반적으로 트러블 많았던 신랑도 자극없이 잘 사용하고 있습니다~ 꾸준히 사용할예정이예요",5,20.07.17.,보타믹스,,,1.0,1.0,,,
요즘 머리가 부쩍 많이 빠지는것같아 후기가 좋아 사봤어요.  향도 은은하고 거품도 잘나요. 민감 두피라 안맞는거 쓰면 트러블 생기는데 트러블없어 맘에 드네요.  세정력이 좋아 두피가 깨끗해진 느낌이에요!  꾸준히 사용하고 한달후기 쓰러올게용~,5,20.07.31.,보타믹스,,1.0,1.0,1.0,,,
예전부터 두피가 예민해서 아무거나 사용하면은 트러블 발생하고 했는데 이건 전혀 그렇지가 않네요 거품도 잘나오고 세정도 좋으니 너무 만족하면서 잘쓰고 있어요^^,5,20.08.05.,보타믹스,,1.0,,1.0,,,
민감성인데 정말 좋습니다. 샴푸쓰고 트러블도 없고 오히려 두피가 덜 민감해지고 빠짐도 없네요!,5,20.07.28.,보타믹스,,,,1.0,,1.0,
거품이 풍성하고 세정력도 좋아요. 샴푸하고나면 두피가 건조해지면서 트러블도 생기곤했는데 이샴푸쓰고는 정말 좋아졌어요  볼륨감도 좀 생기면서 헤어 컨디션이 전체적으로 좋아진듯해서 아주 만족하네요,5,20.06.16.,보타믹스,,1.0,,1.0,,,1.0
약산성이라 두피에 자극없고 생각보다 거품도 풍성한편이에요. 두피 트러블이 생겨서 고민이었는데 많이 진정되는것 같더라구요. 꾸준히 관리해주면 좋아질 듯요. 제품 너무 만족해요,5,20.06.16.,보타믹스,,1.0,,1.0,,,
두피가 많이 예민한 편이라 약산성으로 찾다가 후기도 좋고 가격도 저렴해서 샀어요 거품도 풍성하고 트러블없이 머리감고 나면 상쾌하고 탈모예방도 될테니 안심되네요,5,20.05.25.,보타믹스,1.0,1.0,,1.0,,,
리뷰 보고 좋다는 후기가 많아서 구매해봤어요 향이 강하지 않고 은은하니 좋고 기름이 많은 편이라 샴푸를 많이 해야 되는데 이건 거품이 잘 나서 좋네요 세정력도 좋고 아주 만족합니다,5,23.09.05.,닥터방기원,,1.0,1.0,,,,
"두피와 모발 건성, 습한날이면 잔머리 다 뜨고 끝은 갈라져 날리던 제 모발을 구원해준 샴푸입니다ㅋㅋ 세정력있는 샴푸를 원해서 택했는데 정말 만족하면서 사용중입니다  타사 약산성샴푸들 꽤 많이 사용해봤는데 이제 정착할 수 있겠네요ㅋㅋ 두피케어 정말최고입니다! 사진은 걍 샴푸하고 대강 말리고 나온상태인데 차분해요ㅋㅋ",5,23.08.25.,닥터방기원,,1.0,,,,,1.0
"✔️가격대비 용량 큼 가성비 굿  ✔️기름기 잘빠짐 ✔️⭐️헹굴 때 안 뻑뻑하게 헹궈져서 좋음 대만족⭐️ ✔️애벌, 2차 샴푸로 각3분동안 방치하는데 두피 쿨링감도 있음  대만족이어라~~~샴푸 유목민이었는데 닥터방기원 여기로 정착할듯",5,23.08.26.,닥터방기원,1.0,1.0,,,,,
두피열감도 많이 내려가고 가려움도 많이 줄었어요 부드러운느낌으로 감기지 않고 향이 없는편인 거 빼면 만족합니다,5,23.09.08.,닥터방기원,,,0.0,1.0,,,0.0
"향이 강하지 않고, 약간의 시원한 향? 무엇보다 세정력이 좋습니다~ 거품 적당히 나는데 씻길때보니 거품이 많이 발생하지 않는듯 하네요^*^ 씻고나면 개운하네요~ 탈모에도 도움이 되길 바라요~",5,23.08.25.,닥터방기원,,1.0,,,,,
"산후 탈모로 머리가 많이 빠지고 숱도 없어져서 주문했어요! 우선 사용감은 좋고, 자극적이지않네요 더 사용해봐야 알꺼같지만 향도 좋고해서 효과만있으면 정착해서 써보려구요 양도 많아요! 같이 보내주신 쿨샴푸도 잘 쓸께요^^",5,23.08.17.,닥터방기원,,,,1.0,,,1.0
배송이 빨라서 너무 좋아요! N번째 재구매입니당,5,23.09.07.,닥터방기원,,,,,1.0,,
산뜻하게 잘싯기고 잘헹궈져요. 머리카락이 계속 빠지는데 좀 적게빠질때도 있고 비슷사게 빠질때도 있어서..근데 계속써보고 싶어요,5,23.08.31.,닥터방기원,,1.0,,,,,
매번사용하는데 냄새도 좋고 세정력도 좋아요,5,23.09.07.,닥터방기원,,1.0,1.0,,,,
최근 머리카락이 너무 빠지더라구요ㅜㅜ 머리 감을 때마다 스트레스 받아서 후기 보고 주문했습니다. 몇 번 써보지 않아서 아직 효과는 모르겠지만 향도 괜찮고 무엇보다 배송이 정말 빨랐어요. 감사합니다!,5,23.09.05.,닥터방기원,,,1.0,,1.0,,
원래 방기원 샴푸를 예전부터 썻는데 여름에는 쿨샴푸 썻는데 이건 머리 말릴때도 시원해서 이거 살까 하다가 이번에 새로나온 다시마 들어간 샴푸를 썻는데 두피 세정력이 진짜 너무 좋아요 ㅠㅠ 하루 두번 감으면 머리 기름도 안지고 그래서 뾰루지도 덜나게 하는거 같아요! 쿨 샴푸 만큼의 시원함은 없어요 근데 세정력이 좋다는건 진짜 느껴져요~~감고나면 뽀득뽀득한 느낌이 듭니다!  감을때랑 말릴때 머리 빠지는거 보는데 다른 브랜드 샴푸 썻을때ㅊ확실히 덜 빠지는게 보여요 여즘 너무 더워서 쿨샴프도 쓰고 싶어여ㅠㅠ 머리 말릴때마다 쿨샴푸가 생각나요 ㅋㅋㅋ,5,23.08.05.,닥터방기원,,1.0,,1.0,,,
배송 빠르게 잘받았구요...아직 써보질 안아서ㅎㅎ 후기가 좋구  가격도 저렴해서 구매했는데...덜빠졌으면좋겠내요...다쓰고 또주문할께요,5,23.08.21.,닥터방기원,,1.0,,,,,
가격도 괜찮고 세정력도 적당하니 괜찮네요,5,23.09.06.,닥터방기원,1.0,1.0,,,,,
샴푸는 시원하게 감겨요 탈모예방은 막 효과있지는 않지만 막 빠지지도 않으니 계속 사용할듯 하네요,5,23.08.30.,닥터방기원,,,,,,,
시원한 느낌이 들어서 좋습니다.,5,23.09.08.,닥터방기원,,,,,,1.0,
세정력이 좋고 향도 맘에 들어요,5,23.09.05.,닥터방기원,,1.0,1.0,,,,
머리가 아주 시원한 느낌들어요,5,23.09.08.,닥터방기원,,,,,,1.0,
너무만족해서 쓰다가 이제거의다써서 이번엔캡슐로 구매해보았습니다! 가성비 갑입니다정말ㅎ,5,23.08.16.,닥터방기원,1.0,,,,,,
앞전에 써보고 너무시원하고 개운해서 또 재구매했습니다 용량도 크고 두피에도 자극없이 너무 좋았습니다,5,23.08.15.,닥터방기원,,,,1.0,,1.0,
저렴한 가격에 무난하게 쓰기 좋아요,5,23.09.01.,닥터방기원,1.0,,,,,,
일반 샴푸보다 순하고 자극이 덜한 것 같아요~ 일반 샴푸를 사용할 때는 두피가 빨갛게 자극된 것 같았는데 이걸 사용하고나서부터는 진정되고 있는 것 같아요^^,5,23.09.05.,닥터방기원,,,,1.0,,,
샴푸 개운해요. 지난번에 쓰고 다른거 쓰다 재구매합니다. 아이랑 써도 될만큼 순해요. 이번에 아이거도 구매해봅니다,5,23.08.19.,닥터방기원,,,,,,1.0,
우선 배송이 너무 빠르고 상품도 너무 좋은거 같아요^^,5,23.08.29.,닥터방기원,,,,,1.0,,
순하고 좋아서 가족들 같이 써요,5,23.09.02.,닥터방기원,,,,1.0,,,
매일 쓰기에는 너무 뻑뻑해서 기존 샴푸랑 번갈아쓰고있어요! 개운해서 좋지만 많이 트리트먼트가 필수네요ㅎ,5,23.08.18.,닥터방기원,,,,,,1.0,0.0
시원하고 기존에 쓰던거보다 느낌이 좋네요,5,23.08.30.,닥터방기원,,,,,,1.0,
머리를 감고 나면 두피 열감과 가려움이 있었는데 덜한거 같아요.,5,23.08.27.,닥터방기원,,,,1.0,,,
이주째ㅅㅏ용중 입니다~  아직은 효과가 나타나지 않고 있어요~  더 써봐야알것같네요,5,23.08.24.,닥터방기원,,,,,,,
배송빠르고 두피도 시원해요,5,23.09.01.,닥터방기원,,,,1.0,1.0,,
걱정했던거 보다 세정력이 좋아서 다행이에요. 두피케어는 좀 더 써봐야 알거같아요,5,23.09.03.,닥터방기원,,1.0,,,,,
머리가 감아도 가녀운적이 있는데 요녀석 물건이네요~ 가려움증이 아예 없는건 아니지만 없어졌어요^^ 거품도 풍성 향도 만족해요~  탈모에도 도움이 됐으면 좋겠어요~,5,23.08.26.,닥터방기원,,1.0,1.0,1.0,,,
향기도 좋고 기대하고 써보려구요,5,23.08.25.,닥터방기원,,,1.0,,,,
항상 쓰던거라 쟁여두려고 샀어요 배송이 문제가 있었지만 문의 넣으니까 아주 빠르게 바로 해결해주셨어요 잘 쓰겠습니다,5,23.08.10.,닥터방기원,,,,,,,
순하고 향도 좋고 머리도 잘 인빠져요👍👍,5,23.08.26.,닥터방기원,,,1.0,1.0,,1.0,
효과는아직 모르겠지만 잘써보겠습니다ㅡ,5,23.08.25.,닥터방기원,,,,,,,
거품이 잘나고 조아요,5,23.08.23.,닥터방기원,,1.0,,,,,
저렴한 가격에 잘산거 같아요 많이 파세요 :),5,23.09.07.,닥터방기원,1.0,,,,,,
증정용으로 보내주신 쿨링 샴푸 부터 쓰고 있는데 며칠 안썼는데 머리가 뻣뻣한거 같은 느낌은 있어요 좀 더 써 봐야 알겠지만 효과가 있었으면 좋겠어요.,5,23.08.07.,닥터방기원,,,,,,,0.0
다쓰고 오랜만에 주문했어요 확실히 머리카락이 덜빠지는 느낌이 있긴해요 다쓰면 또 주문해야겠어요,5,23.08.11.,닥터방기원,,,,,,1.0,
거품도 많이나고 세정력도 좋아오 다시 살 의향 있습니다,5,23.08.20.,닥터방기원,,1.0,,,,,
가성비 좋아요. 확실히 기존 광고하는 대기업 제품들보다  유분이 적어서 덜빠지는 느낌입니다.,5,23.08.09.,닥터방기원,1.0,,,,,1.0,
무난해요 탈모에 좋은지는 크게 모르겠어요,5,23.08.20.,닥터방기원,,,,,,,
몇통째 잘 쓰고 있어요 가성비 짱입니다,5,23.08.20.,닥터방기원,1.0,,,,,,
구매 후 2주 동안 써봤는데  그 전보다 빠지는 머리카락 갯수가 줄어든거 같아요,5,23.08.17.,닥터방기원,,,,,,1.0,
후기가 많길래 구매해봤는데 무난무난해요 다만 이제품 사용하면 다음날 머리 간지러워요ㅠ,5,23.08.11.,닥터방기원,,,,0.0,,,
향도 괜찮고 거품도 잘나요.. 탈모 예방 되리라 믿고 좀 더 써보려구요,5,23.08.11.,닥터방기원,,1.0,1.0,,,,
트리트먼트하고나면 느낌적인느낌이지만 두피가 시원해지는느낌~ 만족합니다!,5,23.08.15.,닥터방기원,,,,,,1.0,
탈모 효과는 잘 모르겠지만 꾸준히 사용하고있어요,5,23.09.06.,닥터방기원,,,,,,,
세정력도 갠찮고 부드럽네요. 가격도 착하고양이 많아 좋아요. 탈모케어는 좀더 써봐야겠어요. 닥터방기원 삼퓨 첨 써보는데 느낌은 좋네요. 배송은 담날 바로 왔고 기한도 길어요.,5,23.07.14.,닥터방기원,1.0,1.0,,,1.0,,
늘 쓰던 제품입니다 가격대비 퀄리티가 높으며 티비 광고하는 제품은 광고비가 붙어서 가격이 비싸요 이 제품은 적절한 가격에 제품 질이 좋아요 사춘기 딸이랑 지성두피를 가진 저랑 아낌없이 쓰고 있어요 이거 쓰고 울 딸은 비듬 소멸~^^ 저는 두피 트러블 소멸~^^ 방기원 샴푸 적극 권해요,5,23.07.25.,닥터방기원,1.0,,,1.0,,,
"계절 바뀌면서 머리 너무빠지고, 잘 쓰던샴푸도 두피 트러블이 심해져서 구매했고, 블랙과 그린 바꿔가며  쓰고있습니다. 두피가 정말 민감한편이라 정착해서 쓸 샴푸를 아직 못찾았는데 지금까지 길게 쓰지는 않았지만 순하고 세정력면에서 좋아요. 블랙라벨이 세정력에 중점을 둔것같고, 그린라벨은 세정력은 덜하나 민감성 피부를 위해 더 순한편이예요. 두피상태에따라 교대로 사용하면 자극이나, 내성이 생기는일이 줄지않을까 기대하고 있어요. 그린라벨은 탈모샴푸치고 향도 은은하니 좋은편이라 그점도 좋았네요. 쓴지 얼마안되서 탈모에 효과는 모르겠지만 두피관리면에서 일단 만족입니다. 제발 정착템이 되기를 바라봅니다ㅎㅎ",5,23.01.12.,닥터방기원,,1.0,1.0,1.0,,,
트러블 없이 잘 사용 중,5,23.02.06.,닥터방기원,,,,1.0,,,
탈모케어는 모르겠지만 두피에 트러블은 확실하게 잡히네요!! 제품이 순해서 더 좋아요~,5,22.08.29.,닥터방기원,,,,1.0,,,
"항상 쓰는 제품이에요. 머리가 가렵지 않고, 트러블도 안생기고, 쉽게 떡지지도 않아요.",5,22.06.08.,닥터방기원,,1.0,,1.0,,,
선물용으로 구입했었어요 머리도 자주빠지고 헤드라인에 트러블이 심했었는데 사용후 괜찮다고하네요 감고나면 개운하고 부드럽다고 합니다,5,22.04.05.,닥터방기원,,,,1.0,,1.0,1.0
저는 사용하고 가려움이없어져서 너무좋은데 남친은비듬이 안없어져요ㅠㅠ 계속써도될까요? 두피트러블도심하던데,5,22.02.28.,닥터방기원,,,,0.0,,,
한달사용중인데 트러블 없고 좋은것 같아서 재구매각입니다.,5,22.03.14.,닥터방기원,,,,1.0,,,
특별한 트러블없이 쓰고있어요,5,22.02.24.,닥터방기원,,,,1.0,,,
머리가 넘 많이 빠져서 구매했던 제품예요. 드라마틱한 효과는 없지만 일반 샴푸 사용시보다 머리카락이 덜 빠지긴 하네요. 성분이 순해서 그런가 두피자극이나 가려움 같은 것도 줄었어요. 날씨가 추워지면 두피트러블로 고생했거든요. 이번 가을은 훨씬 낫네요,5,21.11.20.,닥터방기원,,,,1.0,,1.0,
거품도 크리미하고 두피트러블도 없어지고  샴푸라기보다 치료제 같네요  벌써 3통째 사용중입니다  샴푸고를걱정없이 계속사용할예정입니다,5,21.10.25.,닥터방기원,,1.0,,1.0,,,
두피에 트러블도 많이나고 감아도 금방 가려워지는 예민한 편인데 다른건 잘 모르겠지만 일단 두피가 안간지러운게 좋았어요! 향도 좋아서 만족합니다ㅎㅎ,5,21.10.03.,닥터방기원,,,1.0,1.0,,,
며칠 써봤는데 두피에 뾰루지 하나도 안나요!! 이제까지 트리트먼트 쓰면 트러블 나는 것 때문에 힘들었는데 이거는 괜찮네용 ㅎㅎ,5,21.09.05.,닥터방기원,,,,1.0,,,
유달리 두피에만 트러블이 자주 생겼었는데 너무 순하고 촉촉하고 시원한 멘톨향 느낌의 샴푸에요 심지어 가격도 왜 이리 착하나요,5,21.08.31.,닥터방기원,1.0,,,1.0,,1.0,
거품도 잘나고 두피 트러블도 없고 만족합니다.,5,21.05.15.,닥터방기원,,1.0,,1.0,,,
항상 잘사용합니다 트러블이 없네요,5,21.03.10.,닥터방기원,,,,1.0,,,
일반 안좋은 샴푸 세정력 엄청 좋은거 쓰면 다음날 까지 기름은 많이 안나오지만 목 뒤에 여드름 처럼 생겨요 근데 이건 순한 것 같아요 트러블 안나구여 대신 다음날 기름기 장난 아니지만 전 그래서 좋아여 순한 것 같아서요 그렇다고 깨끗하게 안씻기는게 아닌것 같아요 왜냐면 전보다 머이카락이 좀 굵어진 것 같거든여 참고로 재구매 입니다 배송비 아끼려고 항상 두개씩 사는데 한 일년 가까이 쓴 것 같아요 최고에용,5,21.01.17.,닥터방기원,,0.0,,1.0,,1.0,
머리에 뿌려도 트러블 기름기 없이 좋아요~~,5,21.02.12.,닥터방기원,,1.0,,1.0,,,
머리카락이 확실히 덜빠지는거 보고 이제 랩탈모샴푸만 쓰게되요! 배송도 빠르고 가성비 용량도 짐승용량이라 온가족 같이 써도 한참~ 쓰더라구요. 다행히 성분도 순하고 트러블도 없어서 모두 같이 잘 쓰고 있네요~,5,21.01.07.,닥터방기원,1.0,,,1.0,,1.0,
닥터방기원 탈모샴푸 제가 쓰는거보고 가족들도 다같이 써서 또 구매했네요ㅎㅎ 자연유래성분으로 민감한 두피에도 적합하고 트러블이 생기지 않아 샴푸후 매우 편하고 상쾌해져요^^,5,20.12.31.,닥터방기원,,,,1.0,,1.0,
두피가 편안합니다. 트러블도 안생기고 좋습니다.,5,20.12.23.,닥터방기원,,,,1.0,,,
여러 샴푸를 써보았지만 가장 좋아요 두피 트러블 많이 개선되고 무엇보다 이 가격에 이 용량 갓혜자스러움,5,20.12.18.,닥터방기원,1.0,,,1.0,,,
일단 세정이 잘 되고 트러블이 없어요 머리 빠지는간 좀더 써봐야알겠지만요,5,20.12.05.,닥터방기원,,,,1.0,,,
세정력도 너무 만족스럽고 머릿결도 한층 더 부드러워져서 너무 만족스러워요 두피 트러블 걱정도 없고 잘 구매한 것 같습니다,5,20.12.17.,닥터방기원,,1.0,,1.0,,,1.0
샴푸 사용감이 너무 좋아서 재구매했어요 ㅎㅎ 이거 쓴뒤로 두피트러블이 거의 안생기네요~ 두피도 개운하고 기름도 덜져요,5,20.12.10.,닥터방기원,,1.0,,1.0,,,1.0
"확실히 일반 트리트먼트와는 사용감이 달라요~ 기존 트리트먼트들은 머리카락이 너무 빠지기도 하고 잘못 사용하면 떡지거나 두피트러블까지.. 랩탈모트리트먼트는 사용감이 가벼워 두피에 부담도 없고 모발관리, 탈모관리까지 되니 좋네요~ 향기도 진하지않고 은은해서 좋아요",5,20.11.19.,닥터방기원,,,1.0,1.0,,,1.0
