content,score,date,option
항상쓰던거라서  주문했습니다,5,22.09.04.,수량: 2개
역시 좋아요 잘구매하였습니다,5,23.03.12.,
저렴하게 구매해서 만족합니다,5,22.10.14.,
거품풍성해서 요즘 계속 씁니다 머리카락 두꺼워지는지는 모르겟어요 ㅜ,5,22.06.29.,
냄새도 좋고 상쾌하고 머리결이 약하고 가늘어서 늘 사용하는 샴푸입니다.,5,22.07.16.,
원래쓰던제품이라서 삿습니다,5,23.02.13.,선택: 02 힘없는모발용 샴푸400ml x 1개
맘에드는샴푸입니다 재구매임,5,23.01.31.,
저렴하게 잘사서 만족합니다^^,5,23.04.15.,선택: 01 힘없는모발용 샴푸400ml x 1개
써보고 좋아서 또 구입했어요.,5,23.05.12.,
써보구 좋아서 재구매 합니다.,5,23.03.05.,
아주좋아요^^ 싸고 배송빠르고,5,22.04.08.,
전부터 계속쓰던거라ㅜ좋아요,5,23.08.18.,선택: 01 힘없는모발용 샴푸400ml x 1개
배송빠르고향도 순하고좋아요,5,20.12.07.,추가선택=추가 선택 없음
가성비 넘 좋고 제품도 좋아요,5,23.03.16.,
써보고 좋아서 또 구매합니다.,5,22.01.05.,
항상사용하는제품 만족합니다,5,22.01.14.,
써보구 좋아서 재구매했어요..,5,22.03.24.,옵션: 닥터그루트 힘없는모발용 샴푸 400ml
잘 사용하고  있어요~ 좋아요~,5,22.10.22.,
항상 만족하며 사용중입니다.,5,21.01.10.,
꾸준히 쓰고 있는 제품입니다,5,21.09.08.,
배송도 빠르고 잘쓰겠습니다.,5,22.05.16.,
가격과 배송 모두 만족합니다,5,23.02.27.,
배송빠르고 세정력  괜찮아요,5,22.08.02.,수량: 1개
늘  쓰던제품이라 만족합니다,5,21.09.03.,
만족하며 사용하고 있습니다.,5,21.08.26.,
머리감고 나면 아주 개운해용,5,22.02.04.,닥터그루트: 두피강화 캡슐 샴푸 200ml x 1개
좋아요 배송 빠르고 저렴해요,5,23.03.12.,
좋아요다른거 쓰다가 다시 삼,5,21.04.18.,
꾸준히 써볼께요 향은 좋아요,5,22.05.24.,선택: 힘없는 모발용 샴푸 200mlX2개(세트용)
아주좋아요 매일 이것만 써요,5,22.12.19.,
머리결에 힘이 있고 좋습니다,5,22.03.01.,
탈모 예비 용으로 만족합니다,5,23.08.18.,선택: 01 힘없는모발용 샴푸400ml x 1개
한방 향인거 같은데 괜찮아요,5,21.03.30.,
다시 주문해요! 향도괜찮아요,5,21.11.10.,
두번째 구매에요 감사합니다.,5,23.03.24.,
재구매입니다좋아요배송빠름,5,23.06.11.,
항상써요감사합니다가족샴푸,5,22.12.09.,닥터그루트: 지성두피용 샴푸 400ml x 1개
늘 쓰던거라 늘 만족스러워요,5,22.04.09.,
저희가족 정착템이예요  최고,5,22.08.02.,수량: 2개
좋아요 잘 사용하고 있습니다,5,21.02.08.,
빠른배송 좋구요 늘쓰던거라~,5,22.03.30.,선택: 트리트먼트 250ml (프리지아 향)
상품 배송 빨리 오고 좋아요~!,5,22.01.11.,
좋아요 머리 힘이 생긴듯해여,5,20.12.13.,
머릿결 좋아지는 느낌이네요!,5,22.04.16.,
닥터그루트 좋아서 여기저기 눈팅하다가가성비가 좋아 구매했습니다,5,22.02.12.,
너무좋아요 머리가 덜빠져요,5,22.02.07.,
저렴하게 구매했습니다 ㅎㅎ,5,22.11.07.,
배송빠르고 깔끔해요 좋아요,5,22.01.16.,
현재 사용중 입니다괜찮아요,5,22.09.27.,
항상 만족하면서 쓰고있어요,5,22.11.11.,
탈모 집중 케어라인 좋네요~~,5,22.09.15.,옵션: 힘없는 샴푸 400ml 2개+3종 증정
좋아요 자주쓰는 제품입니자,5,22.11.18.,
잘받았어요 부모님이 좋아요,5,21.11.13.,선택: 400mlX1개
몇년동안 사용중인데 좋아요,5,21.10.21.,
조이여 머릿걀이 조아잣여요,5,22.01.15.,
머리감고나면 아주 개운해요,5,22.02.04.,닥터그루트: 지성두피용 샴푸 400ml x 1개
배송빠르고 할인율이 좋아요,5,21.03.23.,
잘받았습니다 또 주문할게여,5,23.01.07.,
사용해보니 좋아서 또샀어요,5,22.10.08.,
배송빠르고 늘 쓰던거에요ㅔ,5,22.04.20.,
배송 빠르고 상품은 좋아요..,5,22.07.13.,
머리도 덜 빠지고 좋아요~~^^,5,23.02.27.,
꾸준히 잘 사용하고있어요~~,5,22.01.22.,
스벅 컵도 예쁘고 넘 좋아요,5,23.03.16.,
좋아요다 쓰면 또 살거에요~,5,22.03.06.,선택: 힘없는 모발용 샴푸 400ml
항상 잘 사용하고 있답니다.,5,23.03.03.,
시원하고 거품도 잘 나네요.,5,22.01.09.,
좋은것같아요 잘쓰겠습니다,5,21.12.27.,선택: 탈모증상완화 손상모발샴푸
향이 너무 좋아요 하고나면 머릿결도 부드럽고향도 오래가는거같아요,5,22.02.27.,닥터그루트: 앱솔루트 트리트먼트 250ml x 1개
양에 비해 가격대가 좀 있긴한데 세정력도 좋고 다 무난무난한거같아요 :),5,22.07.07.,
항상 쓰고있는 샴푸입니다~,5,21.10.21.,
늘 사용하는 제품 만족해요,5,23.04.16.,선택: 01 애딕트페어앤프리지아샴푸100ml x4개
처음 써보는데 만족도 최상,5,22.03.17.,
너무 즇네요 또 주문할세요,5,23.08.12.,닥터그루트 힘없는 모발용 샴푸 400ml: 샴푸 400ml
꼼꼼한 포장 너무 좋으네요,5,22.07.29.,수량: 2개
힘없는머리에쓰면좋아요ㅎ,5,21.10.08.,
계속 쓰고있어요! 완전추천,5,22.10.24.,
몇번사용해봤는데 좋네요~~,5,22.10.22.,
한통 써보고 좋아서 재구매,5,20.10.21.,
잘샀어여 샴푸 좋아요 ㅎㅎ,5,22.06.09.,
배송 빠르고 제품도 좋아요,5,20.12.22.,
두번째구매입니다. 좋아요!,5,22.05.11.,
잘 쓰겠습니다~ 감사합니당,5,22.06.02.,선택: 힘없는 모발용 샴푸 400ml
좋습니다재구매의사있어요,5,22.03.24.,
꾸준히 만족하구 있습니다~,5,23.02.02.,옵션: 힘없는 샴푸 400ml
항상 쓰고 있어서 만족해요,5,22.02.27.,
아주 좋습니다욧 ㅋㅋ 샴푸,5,22.08.08.,
좋아요전부터ㅛㅡ고있는게,5,22.02.24.,
비싼만큼 좋은거 같아요 !!,5,22.04.07.,
잘받았습니다 향도 좋네요,5,22.10.14.,
거품도 많이나고 좋습니다,5,21.11.05.,
유통기한 넉넉하고 좋아요,5,22.11.07.,
항상 사용하는 제품입니다,5,23.03.11.,
아주 좋습니다많이 파세요,5,21.11.12.,
가격 타사보다 저렴하넹‥,5,22.02.11.,
항상 사용하는 샴푸입니다,5,20.09.27.,
항상 만족하고 쓰고있어요,5,23.01.17.,닥터그루트: 손상모발용 샴푸 400ml x 1개
저렴하게 잘 구입했습니다,5,22.11.19.,닥터그루트 샴푸: 400ml (200mlx2개입)
좋아요 재구매 예정입니다,5,22.03.16.,
좋아요 매일사용중이예요!,5,23.03.18.,선택: 02 힘없는모발용 샴푸400ml x 1개
제품에 대하여 만족합니다,5,21.06.11.,
항상 쓰던거라 구매했어요,5,22.01.29.,
머릿속이 개운하고 좋아요,5,22.03.08.,
늘 쓰던 거지만 사용할때마다 너무 마음에 듭니다 계속 구매 할거 같습니다,5,22.10.08.,
세일하면서 좋은 기회어 구입하였습니다. 한번   사용해보고 좋으면 꾸준히 사용하려합니다,5,23.03.08.,
괜찮은 것 같아요 좋네요~,5,21.07.18.,
컵~ 굿입니다. 블랙이네요,5,23.03.06.,
꾸준히 잘 쓰고 있습니다.,5,22.09.09.,
늘 쓰던제품 싸게 샀어요!,5,22.10.12.,
입소문 듣고 구매했어요~~,5,21.08.04.,
너무조아요 이것만쓸래요,5,21.11.09.,선택: 400mlX1개
마음에들어요 배송빨러요,5,22.12.09.,닥터그루트: 힘없는 모발용 샴푸 400ml x 2개
포장매우꼼꼼해서좋아요~,5,22.09.07.,수량: 1개
배송 빠르고 제품 좋아요.,5,21.11.03.,
꾸준히 사용하는ㄷ좋아요,5,23.03.30.,선택: 02 힘없는모발용 샴푸400ml x 1개
좋은제품빠른배송조아요.,5,21.10.15.,
늘 잘 사용하고 있습니다.,5,23.02.02.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
역시 샴푸는 닥터그루트 ! 탈모방지샴푸 다른 것도 써봤는데 이게 제일 좋은 것 같아요 저는 ㅋㅋㅋ,5,22.01.08.,
배송 너무 빨라여 조아여,5,23.08.04.,
포장 꼼꼼히 와서 좋아요,5,22.12.13.,
편하게 배달 받아 좋아요,5,23.08.29.,
인기 있는 이유가 있네요,5,22.12.23.,
매번 써보지만 참 좋아요,5,22.08.26.,수량: 2개
늘쓰던거라좋은것같아요,5,23.02.03.,옵션: 힘없는 샴푸 200ml x 2(400ml)
좋은제품 또 구매할게요.,5,22.11.18.,닥터그루트 샴푸: 600ml (200mlx3개입)
항상 쓰도 잇어요 좋아요,5,21.03.30.,
배송 빨리와서 좋아요.  .,5,22.03.26.,선택: 힘없는 모발용 샴푸 400ml
늘 사용하는 제품입니다.,5,22.05.04.,
저렴한 가격에 잘 샀네요,5,22.03.24.,
좋아요 잘 쓰고 있습니다,5,22.09.13.,
항상 잘 이용하고 있어요,5,23.04.05.,닥터그루트: 힘없는모발용 샴푸 200ml x 2개(세트용)
가성비 좋은 상품입니다.,5,22.03.19.,
만족하고 잘 쓰고 있어요,5,22.02.26.,
확실히 샴푸가 좋네요 ^!^,5,23.03.28.,
잘 받았습니다 잘 쓸게요,5,23.03.02.,
잘도착했어요! 잘쓸께요!,5,22.04.20.,
재구매했습니다잘쓸게요,5,22.03.11.,선택: 힘없는 모발용 샴푸 400ml
성분이 별로 좋지 않아요,5,21.06.02.,
머리감을때부터 머리가 풍성해지는 느낌입니다.세정력도 좋아요다음에는 향나는 구르트  구매 예정 입니다.,5,22.11.13.,옵션: 힘없는 샴푸 400ml+앱솔루트샴푸200ml
만족하고 잘 받았습니다,5,21.02.16.,
항상 쓰던거 만족합니다,5,23.01.20.,
거품이 풍부하게 납니다,5,21.05.22.,
자주 이용하고 있습니다,5,21.09.03.,닥터그루트: 힘없는 모발용 샴푸 400ml x 2개
항상 잘사용하고있어요~,5,22.09.18.,선택: 힘없는 모발용 샴푸 400ml
항상 사용하는 샴푸네요,5,22.01.16.,
잘쓰겠습니다 빠른 배송,5,23.02.23.,옵션: 힘없는샴푸400ml+제이몬75ml2개
기대하고 구매했습니다!,5,22.01.16.,
착한가격에 감사합니다.,5,23.03.21.,선택: 힘없는 모발용 샴푸 400ml
포장좋고 배송빠릅니다.,5,23.06.19.,수량선택: 2개(200원 할인)
향도 좋고 만족스러워요,5,21.09.29.,
항상쓰던거에요피카추~~,5,23.03.24.,
너무좋아 또 주문합니다,5,22.06.30.,
좋아요 쓰기에 만족햐요,5,21.07.27.,
잘 쓰고있습니다 조아요,5,23.03.23.,
향도좋고 거품도 잘나요,5,21.11.11.,선택: 200mlX2개(세트용)
세정력도 좋고 괜찮아요,5,22.12.10.,
처음 사용인데 만족해요,5,23.04.15.,선택: 03 마이크로바이옴 샴푸 100ml x 4개
배송 빠르고 만족합니다,5,20.12.04.,
향이 좋아서 다행이네요,5,23.02.02.,
깔끔하고 향도 괜찮아요,5,22.03.03.,
만족하고 사용중이에요,5,22.03.07.,선택: 힘없는 모발용 샴푸 400ml
남편 탈모고민으로 처음 구매해보았습니다. 배송 빠르구요. 머리감더니 개운하다고는 하네요. 사용후 한달후기 님겨볼께요. 감사합니다.,5,21.11.25.,
항상사용하는것입니다.,5,22.01.02.,
만족하고 쓰고있습니다,5,22.02.07.,
배송빠르고 물건좋아요,5,21.11.27.,
항상사용하고있어요 굿,5,22.07.30.,
꼼꼼한포장 감사드려요,5,21.11.26.,
감사합니다 많이파세요,5,22.02.13.,
만족하며 잘쓰고있어요,5,22.10.13.,
잘쓰겠습니다 감사해요,5,22.12.01.,닥터그루트: 힘없는모발용 샴푸 200ml x 2개(세트용)
재구매햇어요 넘좋아요,5,21.11.18.,
거품잘나고 시원하네요,5,21.11.24.,
"향 좋고, 세정력 좋아요",5,21.11.27.,
남편이 이것만 써서 구매했어요~~~감사합니다 다쓰면재구매할께요^^,5,20.09.13.,
거품도 많고 좋습니다!,5,22.05.04.,
제일 저렴하게 샀어요.,5,21.12.10.,
배송 빠르고 만족해요~,5,21.12.09.,
늘 쓰던 제품입니다 ㅎ,5,21.05.31.,
탈모에도움되길바래요,5,22.04.13.,
매번쓰던거라 좋아요!!,5,21.12.14.,선택: 힘없는 모발용 샴푸 400ml
나쁘지 않은것 같아요.,5,21.11.19.,
빠른배송감사드립니다,5,22.02.18.,
샴푸 늘 쓰던거예요~~~~,5,23.03.09.,
늘 쓰던 샴푸입니다 ㅎ,5,21.12.05.,
꾸준히 사용해볼께요^^,5,22.08.17.,닥터그루트: 탈모증상 힘없는모발용 샴푸 400ml
항상 쓰고있는 제품이에요. 향은 조금 별로지만? 그래도 탈모 샴푸라고 해서 계속 쓰는 중이에요,5,22.07.31.,수량: 1개
아주만족해하시네요~~,5,22.07.14.,
머리안빠지고 좋아요~,5,23.03.30.,
볼륨감이 너무 좋아용,5,22.01.22.,
배송이 빠르고 좋아요,5,23.01.03.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
처음 써보는데 좋네요,5,22.03.09.,
좋아요 힘 캥탱해져요,5,21.05.03.,
각질이 조금 줄었어요,5,20.12.06.,
남편이 무척 좋아해요,5,22.07.28.,
세정이 잘돼서 좋아요,5,22.05.30.,
매우 만족스럽습니다~,5,21.12.23.,
항상 잘쓰고 있습니다,5,22.05.01.,
상쾌하고 아주 좋아요,5,22.04.10.,
기름지지 않고 좋아요,5,22.04.03.,
원래 쓰던거라 좋아요,5,21.08.25.,
처음 써보는데 좋아요,5,22.07.27.,
늘 쓰던 제품입니다~~~,5,21.11.28.,선택: 힘없는 모발용 샴푸 400ml
늘 쓰는 제품입니다~^^,5,22.01.16.,
잘 쓰겠습니다요 ㅎㅎ,5,23.01.29.,힘없는 모발용 샴푸 400ml: 400ml(200ml x 2개입)
유통기한 길고 좋아요,5,23.02.16.,선택: 02 힘없는모발용 샴푸400ml x 1개
잘 써보겠습니다 ㅋㅋ,5,22.03.13.,선택: 탈모증상완화 힘없는모발용샴푸
항상 쓰는건데 좋아요,5,22.11.30.,닥터그루트 샴푸: 600ml (200mlx3개입)
항상 쓰던거라 좋아요,5,22.03.01.,선택: 힘없는 모발용 샴푸 400ml
용량크고 향도 좋아요,5,22.01.24.,
쫀쫀해서 괜찮아요 ㅡ,5,23.01.06.,힘없는 모발용 샴푸 400ml: 600ml(200ml x 3개입)
재구매입니다  좋아요,5,22.12.21.,옵션: 힘없는 샴푸+제이몬스터즈 75ml 2종
만족합니다 잘 씻겨요,5,20.11.14.,
좋은것같아서 꾸준히 써보려구요저렴하게 잘 구매한것같습니다,5,23.01.28.,힘없는 모발용 샴푸 400ml: 600ml(200ml x 3개입)
저렴하게삽니다 ㅎㅎ,5,23.01.31.,옵션: 힘없는 샴푸 400ml
빠른배손 감사합니다,5,22.08.15.,
닥터그루트 좋아요~~~,5,22.04.01.,
좋아요 배농도빠라요,5,22.11.12.,
써보니 좋은거같네요,5,21.10.31.,
애용하는 제품입니다,5,22.07.16.,
잘 쓰겠습니다!! ㅎㅎ,5,22.07.28.,
점점 느낌이 좋아요..,5,22.01.07.,
거품잘나고 상쾌해요,5,21.08.31.,
좋아요 잘받았습니다,5,22.06.10.,
아주좋아요 또사야지,5,22.11.03.,
배송빠르고 괜찮아요,5,23.01.28.,힘없는 모발용 샴푸 400ml: 400ml
가격젤싸네요 여기가,5,21.09.30.,선택: 400mlX1개
항상쓰던거라 좋아요,5,22.05.10.,
탈모에 도움이 될지는 좀 더 써봐야 알겠지만 뿌리 볼륨은 조금 생기네요 탈모효과 기대되네요,5,23.05.17.,닥터그루트: 탈모증상 힘없는모발용 샴푸 400ml
재구매율1위~~좋아요,5,22.03.29.,
배송빠르고 좋아요~~,5,21.11.09.,
첨 써보는데 좋네요~,5,21.10.01.,
품질 대박 배송 중박,5,22.06.08.,
볼륨 생겨서 좋아요.,5,21.08.15.,
늘 쓰는 제품 좋아요,5,22.12.17.,
사은품까지 좋아요..,5,23.02.28.,
잘 쓸께요 배송굿~~!!,5,23.04.11.,선택: 02 힘없는모발용 샴푸400ml x 1개
재구매해요 좋아요 !,5,22.12.01.,
좋아요 2개를 샀어요,5,22.08.30.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
다른 샴푸들 써봐도 좋은지 모르겠는데 이 샴푸는 좋아짐이 느껴져요,5,22.08.25.,
샴푸가 향이 좋네요,5,21.09.05.,닥터그루트: 힘없는 모발용 샴푸 400ml x 2개
항상 잘쓰고 있어요,5,22.08.27.,수량: 2개
덜 기름지고 좋아요,5,22.03.14.,
사용하는데 좋아요~,5,21.01.18.,
좋아요 역시 그루트,5,21.03.24.,
싸게 잘산거 같아요,5,21.04.22.,
확실히 덜빠짐 최고,5,21.12.04.,
샴푸 괜찮네요 ㅎㅎ,5,22.09.08.,수량: 2개
향도 좋고 괜찮네요,5,22.06.17.,
굳좋아요 ㅎㅎ 굳굳,5,22.10.09.,
닥터구루트 좋아요.,5,21.11.24.,
탈모방지효과는 아직 모르겠지만 향이 좋아서 기분이 좋아지네요~,5,22.06.16.,닥터그루트: 지성두피용 샴푸 400ml x 1개
젛아요 잘 쓸게요~,5,21.02.23.,
잘 써볼게요! ㅎㅎ,5,22.11.02.,
정말 만족합니다!!,5,22.08.30.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
신랑이 좋아해요~~,5,23.06.27.,선택: 01 힘없는모발용 400ml
그래도 잘 쓸게요.,5,23.03.18.,
머릿결도좋아짐! .,5,21.05.18.,
잘쓰겠습니다.!!ㅎ,5,22.04.09.,
효과가 좋아요....,5,22.01.08.,
늘 쓰는거에요~~!!,5,22.04.18.,
뭐 늘 쓰는 거라..,5,22.09.20.,
저령히 잘샀어요~,5,22.12.22.,힘없는 모발용 샴푸 400ml: 400ml
향이 좋아 거부감없이 자주쓰고있어요 무난하게 잘 쓰고 있습니다,5,23.01.05.,선택: 탈모증상완화 힘없는모발용샴푸
늘 쓰고 있어요..,5,22.01.04.,
잘 먹고 있어요~~,5,23.05.17.,
좋아요😄~~~~~~~,5,20.11.03.,
한개에 15000원에 구매했고 저녁에 바로 배송받아 만족합니다.,5,21.07.22.,
탈모에 좋다고하여 사용했는데 만족합니다.한번 사용후로는 계속 주문하고 있습니다.,5,21.02.07.,
"지인 추천으로 쟁였습니다. 탄력있는 머리, 모발 강화 기대합니다.",5,21.11.28.,
한달동안 써본 결과 역시나 너무 좋네요 ^!^샴푸는 역시 닥터그루트 !,5,23.05.02.,
재구매 상품인데 나쁘지 않아서 자꾸 같은것만 구매하게 되네요..,5,22.03.19.,
머리가가늘고힘이 없는데 쓰고나서 머리가 윤기가흐르고 탱탱해진 느낌이듭니다,5,20.11.14.,
탈모예방에  도움이 된다는 평이 많고 닥터그루트계속 쓰던거라 라이브행사때 주문했어요 가격이  좀더 저렴했으면 하는 바람이...배송 빠르네요 감사합니다,5,22.08.19.,옵션: 힘없는 샴푸 400ml 2개+3종 증정
"하나는 박스에하나는 물건만 오긴했어요, 샴푸는 너무좋습니다 1000ml 대용량 팔아줬음해요 ㅎㅎ",5,23.02.11.,옵션: 힘없는샴푸400ml+제이몬75ml2개
좋은거같아요다써보고 맞는거같음 정착해야겠어요ㅎㅎ,5,21.12.07.,
한번써보고싶어서 주문했어요~^^ 효과가 좋았으면 좋겠어요,5,20.10.17.,
항상 쓰는 제품입니다.  사용 후 머리결이 많이 좋아진 것 같습니다.,5,22.08.05.,
거품이 풍성하고 냄새도 무난하고 샴푸후에 두피가 시원해용,5,21.09.04.,
참좋은제품을기입할수잏어서참 쫗앟싑니다. sk상품은믿고구이할수잏ㅅ어서매우만족힙니다 잘 사용하겠습니다,5,22.08.29.,
머리감을 때 머리카락 빠지는게 전에보다 줄어서 만족해요.,5,22.02.22.,선택: 탈모증상완화 힘없는모발용샴푸
가격은 좀 비싼 편이지만 제품은 매우 만족합니다. 두피가 예민한 편인데 자극적이지도 않고 순합니다.,5,20.12.09.,
머리감고 뻣뻣해지지 않아서  좋아요 탈모는 잘 모르겠어요 더 사용해봐야겠어요,5,22.10.06.,
한번 써보고 좋은것 같아서더 써보려고 주문했습니다 ㅎㅎ,5,21.12.08.,
세정력이 좋습니다 아직 더 써봐야겠지만 재구매 각입니다,5,22.05.03.,
평소에 머리카락이 너무  빠지고나이가들어서 머리숱도 빠지고 해서이 샴푸로 바꿨어요이  샴푸가 저에게 맞는 샴푸가 되길기대합니다,5,22.02.18.,
저사용하려고 샀는데 신랑이 더 만족하고 사용중이에요,5,21.07.24.,
여러통 재사용중입니다.거품도풍부하고 만족합니다.,5,22.01.21.,
"마트에서 19,000원 사 썼는데 저렴하게 많이구입 했어요.",5,22.01.25.,
다른 업체보다 저렴해서 구매했는데 배송도 빠르고 일단 믿고 사용할수있는 제품이라 좋아요,5,21.05.18.,
소중한머리카락을지켜줘서감사합니다계속 개발해서 머리카락이 새로 자랄수있는 샴푸도 부탁합니딘,5,23.01.16.,
다 좋습니다. 그런데 예전에 지성용 샴푸 썼을 때가 제 머리결에는 더 좋은거 같습니다!,5,22.05.18.,
머리카락이 힘이 없는데이걸 쓰면  힘이 생겨서 좋앙ᆢㄷ,5,23.02.08.,
항상쓰던거에요 ㅎㅎㅎ쓰고  머리가 덜빠져요 확실히,5,21.11.09.,선택: 200mlX2개(세트용)
좋은거같아 재구매 해봅니다~!배송 3일 걸렸습니다~유통기한 아주 충분합니다~,5,21.06.16.,
쓰다가 일반샴푸썼더니 머리카락이 가늘어지는느낌. 숱도 없어보이고 해서 다시 구매. 머리카락이 풍성해진느낌. 대만족,5,22.12.15.,힘없는 모발용 샴푸 400ml: 400ml(200ml x 2개입)
요즘 머리숱이줄어든 느낌이라 친구추천받고 처음 탈모샴푸구매햇어요배송 엄청빠르네요,5,21.10.24.,
세트로 와서 좋네요! 다른 탈모샴푸 써봐도 결국 닥터그루트로 다시 오게되네요,5,22.11.16.,
스벅컵 때문에샀어요스벅매장꺼보다더이뻐요,5,23.02.23.,
"큰 사이즈 잗은 사이즈 구성으로 샀는데, 작은 사이즈 세트는 가지도 다니기에도 좋을 것 같아요!! 만족스럽습니다!!",5,22.02.25.,선택: 힘없는 모발용 샴푸 400ml
만족만족 대만족~~탈모증상도 낳아지는것 같아요~재구매 100프로입니다,5,21.07.05.,닥터그루트 더마솔루션: 탈모증상 힘없는모발용 샴푸 400ml
이거 쓰고 머리카락이 덜 빠져서 꾸준히 쓰고있습니다.,5,22.04.20.,선택: 힘없는 모발용 샴푸 400ml
머리가 확실히 덜 빠져요 우리 가족 이것만 써요!!강추강추,5,22.08.11.,닥터그루트: 힘없는모발용 샴푸 400ml x 1개
머리결이 상해서 사용중입니다. 사용후 머리카락이 부드러워져서 좋아요,5,22.11.07.,옵션: 손상모발샴푸 400ml+앱솔루트샴푸200ml
좋은 가격에 항상 좋은 상품구입하네요. 감사합니다.~~,5,22.12.24.,선택: 힘없는모발용샴푸 400ml
탈모로 자주 쓰는 상품 입니다 배송도 빠르고 만족 합니다,5,23.08.29.,
플라시보 효과인지 좀 풍성해진거 같기도하고.. 머리결이 좀 빳빳해진거 같기도 하고 그렇네요 ㅎ 그런데 거품은 진짜 잘나요,5,21.11.03.,선택: 400mlX1개
향도 좋고 거품도 풍부하고 머리숱도 보호하고~굳굳 항상 재구매하고 있어요~~,5,22.02.02.,
그전 부터 사용하던거라ㅋㅋ 저렴하게 구입했어요^^ 아부지랑 남동생이 사용하고있어요!,5,22.12.12.,
엄마께 선물하려고 구매해봤어요~배송도 빠르고 잘 배송되었습니다제가 쓰는게 아니긴하지만 사용해보시고 괜찮으시면 또 구매해드리겠다고 했어요~~^^,5,22.10.10.,
빠른배송 감사합니다 :)다른 라인보다도 이게 잘맞다고해서재구매중이에요 :),5,22.11.08.,
배송빠르게왔고 데일리로 쓰기 괜춘해요머리굵기에 힘이 생기진 않ㄴ네요 ㅜ,5,21.11.17.,선택: 힘없는 모발용 샴푸 400ml
배송 엄청 빠르네요. 탈모 샴푸 여러개 사용해봤는데 이게 제일 효과 좋아요.,5,21.03.23.,
잘 받닜습니다 잘쓸ㄷ게요 샴푸돞만족합니다,5,23.03.07.,
앞머리에  잔머리가 더 생긴거 같기도 해 기분 좋아요,5,22.02.20.,
빠르고  정확한 배송 감사합니다파손 없이 잘 받았습니다요즘 탈모가 신경쓰이기 시작해서 구입했어요,5,22.07.02.,닥터그루트: 집중케어 컨디셔너 400ml x 1개
좋아요  엄마선물해드렸는데좋아하세요~^^,5,21.11.01.,
선물받아서 써보다가 좋아서 구메해서 씁니다,5,23.03.11.,
샴푸 좋아요머리 감으면 게운하고 머리결도 나쁘지않고머리도 덜빠지는것 같아요~^^,5,22.09.27.,
부드럽고 냄새도 좋아요 효과있는거같아요,5,22.04.19.,
다음날 바로 도착했어요 빠른배송 좋네요 ! 꾸준히 사용해볼게요 ㅎㅎ,5,23.08.02.,옵션: 힘없는샴푸 400ml
나름만족하고 잘사용하고있습니다..추가로구매예정입니다,5,23.07.20.,수량선택: 1개
빨리 왓어요아직 사용은 안햇어요잘 쓸께요,5,21.04.15.,
세정력이 좋아요~향기가 조~금 진한것도 같아요.,5,22.02.04.,
한번사용한후로 꾸준히사용중입니다,5,22.04.24.,선택: 힘없는 모발용 샴푸 400ml
만족만족!시원하고 좋아요 잘쓰고있어요.,5,22.11.07.,
잘받았습니다 감사합니다 또 사야겠어요,5,21.10.08.,
머리카락도 힘이 있고 컬이 땡글땡글 하네요,5,21.04.24.,
좋네요 매번 사 쓰는 제품입니다 감사합니다,5,22.02.11.,
배송 진짜 빠르네요! 마트보다 저렴하게 사서 만족합니다:),5,21.06.01.,
엄마가 아주 만족하고 사용하고 계십니다,5,22.03.13.,
배송빠르네요. 늘 쓰던제품이라 상품은 매우 만족합니다.,5,21.12.17.,
저렴하게 잘 구매했습니다. 만족합니다~~,5,23.03.19.,
꼼꼼허게 포장 잘 해주셨네요 빠른 배송 도 감사 합니다,5,22.04.27.,
빠른배송 좋습니다 성능도 만족합니다!,5,22.08.27.,수량: 2개
구매해서 좋았어요. 재구매 예정입니다,5,22.11.09.,
"늘 사용하는 제품 입니다머리도 풍성해 보이고, 머리도 덜빠져요",5,22.03.22.,선택: 힘없는 모발용 샴푸 400ml
아직 사용전입니다 배송도 만족합니다,5,23.06.04.,
탈모예방이되는것같아요좋아요,5,20.09.20.,
맨날 쓰는게 이건데 배송빠르고 저렴하고 좋네요ㅎㅎ,5,22.02.10.,
배송이 엄청 빨랐는데 최저가로 잘 사서 만족합니다~!,5,22.10.02.,
배송이 늦어서 걱정했는데.. 갑자기 도착했네요..ㅎㅎ,5,22.07.07.,
"저렴하게 구매했고, 배송도 빠르네요. 제품도 좋구요.",5,22.03.12.,
배송 빠르네요! 향도 나쁘지 않고 꾸준히 써보려구요,5,22.04.27.,
아들 모발이 약하고 탈모증상도 있어서 꾸준히 쓰고 있어요 모발에 힘이 좀 생겼어요,5,22.03.15.,선택: 힘없는 모발용 샴푸 400ml
잘쓰고있음 머리카락이 덜빠지는것같기도하고 꾸준히 쓰고있음 세정력 굿,5,22.04.27.,
빠른배송 감사합니다 아직 상품 받고 한번밖에 안써봤지만 효과가 있기를 기대해 봅니다,5,22.01.06.,
효과 있으면 좋겠네요. 배송 빠릅니드.감사합니다,5,23.02.15.,선택: 01 힘없는모발용 400ml
빠른배송감사합니다 머리카락빠짐이 적어졌어요,5,22.02.04.,
최곱니다 그냥 써본 샴푸중 최고입니다,5,23.01.19.,
아들이 쓰는데 좋아해요 배송도 참 빠르네요,5,22.09.06.,수량: 2개
